Date,Open,High,Low,Close,Adj Close,Volume,Peak,Valley,Log_Returns,Signal,Cumulative_BH_Returns,Strategy_Returns,Cumulative_Strategy_Returns,train_target
2020-04-01,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.055417060852051,656912000,,,,0.0,,,,0
2020-04-02,6.105999946594238,6.400000095367432,6.057750225067139,6.386750221252441,6.364328861236572,675764000,,,0.04975553099541016,0.0,0.04975553099541016,0.0,0.0,0
2020-04-03,6.348999977111816,6.390749931335449,5.959750175476074,6.097750186920166,6.0763444900512695,663212000,,,-0.046305504407083434,0.0,0.0034500265883267295,-0.0,0.0,0
2020-04-06,6.38100004196167,6.747000217437744,6.323249816894531,6.710000038146973,6.68644380569458,727884000,,,0.09567888417712779,0.0,0.09912891076545452,0.0,0.0,0
2020-04-07,6.932499885559082,6.956250190734863,6.432499885559082,6.475749969482422,6.453017234802246,784520000,,,-0.03553435438165517,0.0,0.06359455638379935,-0.0,0.0,0
2020-04-08,6.585249900817871,6.698750019073486,6.514999866485596,6.673749923706055,6.650320529937744,542444000,,,0.030117243726560904,0.0,0.09371180011036026,0.0,0.0,0
2020-04-09,6.800000190734863,6.822999954223633,6.510499954223633,6.573750019073486,6.550673961639404,525564000,,,-0.015097114236196706,0.0,0.07861468587416355,-0.0,0.0,0
2020-04-13,6.513750076293945,6.755000114440918,6.425000190734863,6.746250152587891,6.722567558288574,398408000,,,0.02590221942783387,0.0,0.10451690530199742,0.0,0.0,0
2020-04-14,6.875,7.132999897003174,6.847249984741211,7.098750114440918,7.073830604553223,530948000,,,0.050931985604163274,0.0,0.1554488909061607,0.0,0.0,0
2020-04-15,6.929999828338623,7.104249954223633,6.884500026702881,7.020999908447266,6.996352672576904,366148000,,,-0.011013177804075723,0.0,0.14443571310208497,-0.0,0.0,0
2020-04-16,7.177000045776367,7.474999904632568,7.163750171661377,7.367499828338623,7.341636657714844,745620000,7.341636657714844,,0.0481728291723118,-1.0,0.19260854227439678,0.0,0.0,-1
2020-04-17,7.449999809265137,7.471499919891357,7.173500061035156,7.308000087738037,7.282345771789551,539120000,,,-0.008108763954762956,-1.0,0.18449977831963382,0.008108763954762956,0.008108763954762956,0
2020-04-20,7.181000232696533,7.337500095367432,7.131750106811523,7.176249980926514,7.151058197021484,449388000,,,-0.018192686367609213,-1.0,0.16630709195202462,0.018192686367609213,0.026301450322372168,0
2020-04-21,7.057750225067139,7.1192498207092285,6.677750110626221,6.737750053405762,6.714097499847412,735160000,,6.714097499847412,-0.06305092501425903,1.0,0.10325616693776558,0.06305092501425903,0.0893523753366312,1
2020-04-22,6.930749893188477,7.196750164031982,6.885000228881836,7.153749942779541,7.128636837005615,483356000,,,0.05991060886769089,1.0,0.16316677580545647,0.05991060886769089,0.1492629842043221,0
2020-04-23,7.196000099182129,7.328499794006348,7.074999809265137,7.100249767303467,7.075325965881348,424160000,,,-0.007506513807845905,1.0,0.15566026199761057,-0.007506513807845905,0.1417564703964762,0
2020-04-24,7.090000152587891,7.2417497634887695,7.014999866485596,7.239749908447266,7.2143354415893555,352328000,,,0.019456564711750342,1.0,0.1751168267093609,0.019456564711750342,0.16121303510822654,0
2020-04-27,7.374750137329102,7.587500095367432,7.349999904632568,7.427000045776367,7.400928020477295,479388000,,,0.02553532042396508,1.0,0.200652147133326,0.02553532042396508,0.18674835553219163,0
2020-04-28,7.574999809265137,7.605000019073486,7.278500080108643,7.283999919891357,7.258430004119873,442904000,,,-0.01944184794515466,1.0,0.18121029918817133,-0.01944184794515466,0.16730650758703697,0
2020-04-29,7.419250011444092,7.514500141143799,7.34375,7.46150016784668,7.435306072235107,379160000,7.435306072235107,,0.024076192897049584,-1.0,0.20528649208522093,0.024076192897049584,0.19138270048408657,-1
2020-04-30,7.407249927520752,7.46150016784668,7.293000221252441,7.307000160217285,7.281347751617432,375916000,,,-0.02092376968098062,-1.0,0.18436272240424031,0.02092376968098062,0.21230647016506718,0
2020-05-01,7.108749866485596,7.222499847412109,7.020999908447266,7.069499969482422,7.044681549072266,342096000,,7.044681549072266,-0.033043033864515445,1.0,0.15131968853972488,0.033043033864515445,0.2453495040295826,1
2020-05-04,7.021999835968018,7.296000003814697,7.021999835968018,7.282249927520752,7.25668478012085,317556000,,,0.02965014076124602,1.0,0.1809698293009709,0.02965014076124602,0.2749996447908286,0
2020-05-05,7.386750221252441,7.506750106811523,7.282249927520752,7.343500137329102,7.317720890045166,368896000,,,0.008375842986161092,1.0,0.189345672287132,0.008375842986161092,0.28337548777698973,0
2020-05-06,7.423250198364258,7.550000190734863,7.385250091552734,7.44474983215332,7.418614387512207,323464000,,,0.013693373840106254,1.0,0.20303904612723825,0.013693373840106254,0.297068861617096,0
2020-05-07,7.584499835968018,7.6852498054504395,7.5329999923706055,7.6217498779296875,7.59499454498291,373732000,,,0.02349711829585033,1.0,0.22653616442308858,0.02349711829585033,0.32056597991294633,0
2020-05-08,7.693749904632568,7.818749904632568,7.659749984741211,7.8125,7.785074710845947,339216000,,,0.024718984199273937,1.0,0.25125514862236253,0.024718984199273937,0.34528496411222026,0
2020-05-11,7.807499885559082,8.112500190734863,7.778749942779541,8.065500259399414,8.037184715270996,469060000,,,0.03187046006963453,1.0,0.28312560869199704,0.03187046006963453,0.37715542418185477,0
2020-05-12,8.123499870300293,8.172499656677246,7.792749881744385,7.802499771118164,7.77510929107666,493060000,,,-0.03315134738183529,1.0,0.24997426131016176,-0.03315134738183529,0.3440040768000195,0
2020-05-13,7.917500019073486,8.078499794006348,7.594749927520752,7.78000020980835,7.752688884735107,625852000,,,-0.002887778636546887,1.0,0.24708648267361488,-0.002887778636546887,0.3411162981634726,0
2020-05-14,7.841750144958496,8.03600025177002,7.6875,8.030500411987305,8.002307891845703,602312000,,,0.03169025049625219,1.0,0.27877673316986706,0.03169025049625219,0.3728065486597248,0
2020-05-15,7.889750003814697,8.500499725341797,7.874000072479248,8.490750312805176,8.460944175720215,987660000,,,0.05573078552952673,1.0,0.33450751869939377,0.05573078552952673,0.42853733418925155,0
2020-05-18,8.760499954223633,8.916500091552734,8.680500030517578,8.750249862670898,8.719531059265137,774460000,,,0.030104686781759607,1.0,0.36461220548115336,0.030104686781759607,0.45864202097101114,0
